x,t
2.157289850212810833e+00,-8.210888505968808815e+00
2.163579324994772346e+00,-8.173019803548402962e+00
2.169868799776733859e+00,-8.135427647783398442e+00
2.176158274558695371e+00,-8.098098541428480956e+00
2.182447749340656884e+00,-8.061019777825373822e+00
2.188737224122618397e+00,-8.024179383577388691e+00
2.195026698904579909e+00,-7.987566066310964885e+00
2.201316173686541422e+00,-7.951169166989865644e+00
2.207605648468502935e+00,-7.914978616312117410e+00
2.213895123250464891e+00,-7.878984894775491910e+00
2.220184598032426404e+00,-7.843178996045599760e+00
2.226474072814387917e+00,-7.807552393302664484e+00
2.232763547596349429e+00,-7.772097008279532204e+00
2.239053022378310942e+00,-7.736805182735461806e+00
2.245342497160272455e+00,-7.701669652138074973e+00
2.251631971942233967e+00,-7.666683521350427633e+00
2.257921446724195480e+00,-7.631840242141612940e+00
2.264210921506156993e+00,-7.597133592358303211e+00
2.270500396288118505e+00,-7.562557656611355483e+00
2.276789871070080018e+00,-7.528106808346383794e+00
2.283079345852041531e+00,-7.493775693180307229e+00
2.289368820634003043e+00,-7.459559213397507271e+00
2.295658295415965000e+00,-7.425452513509551267e+00
2.301947770197926513e+00,-7.391450966791654587e+00
2.308237244979888025e+00,-7.357550162717230613e+00
2.314526719761849538e+00,-7.323745895219250457e+00
2.320816194543811051e+00,-7.290034151713642885e+00
2.327105669325772563e+00,-7.256411102825886417e+00
2.333395144107734076e+00,-7.222873092767194692e+00
2.339684618889695589e+00,-7.189416630311435519e+00
2.345974093671657101e+00,-7.156038380328212156e+00
2.352263568453618614e+00,-7.122735155831343867e+00
2.358553043235580127e+00,-7.089503910505499107e+00
2.364842518017541639e+00,-7.056341731676809559e+00
2.371131992799503152e+00,-7.023245833696194929e+00
2.377421467581465109e+00,-6.990213551706647266e+00
2.383710942363426621e+00,-6.957242335768064834e+00
2.390000417145388134e+00,-6.924329745315370488e+00
2.396289891927349647e+00,-6.891473443927526255e+00
2.402579366709311159e+00,-6.858671194386841918e+00
2.408868841491272672e+00,-6.825920854009551064e+00
2.415158316273234185e+00,-6.793220370230092620e+00
2.421447791055195697e+00,-6.760567776422854003e+00
2.427737265837157210e+00,-6.727961187946356780e+00
2.434026740619118723e+00,-6.695398798395961748e+00
2.440316215401080235e+00,-6.662878876052205968e+00
2.446605690183041748e+00,-6.630399760512789342e+00
2.452895164965003261e+00,-6.597959859497115609e+00
2.459184639746965217e+00,-6.565557645813052012e+00
2.465474114528926730e+00,-6.533191654476302901e+00
2.471763589310888243e+00,-6.500860479973463057e+00
2.478053064092849755e+00,-6.468562773660413434e+00
2.484342538874811268e+00,-6.436297241288302828e+00
2.490632013656772781e+00,-6.404062640649865301e+00
2.496921488438734293e+00,-6.371857779339308081e+00
2.503210963220695806e+00,-6.339681512619451453e+00
2.509500438002657319e+00,-6.307532741390206255e+00
2.515789912784618831e+00,-6.275410410252859172e+00
2.522079387566580344e+00,-6.243313505664988661e+00
2.528368862348541857e+00,-6.211241054181143362e+00
2.534658337130503369e+00,-6.179192120774755992e+00
2.540947811912465326e+00,-6.147165807236994794e+00
2.547237286694426839e+00,-6.115161250648562863e+00
2.553526761476388351e+00,-6.083177621920661693e+00
2.559816236258349864e+00,-6.051214124401586680e+00
2.566105711040311377e+00,-6.019269992545620340e+00
2.572395185822272889e+00,-5.987344490641083539e+00
2.578684660604234402e+00,-5.955436911594583549e+00
2.584974135386195915e+00,-5.923546575768698474e+00
2.591263610168157427e+00,-5.891672829870433503e+00
2.597553084950118940e+00,-5.859815045888018048e+00
2.603842559732080453e+00,-5.827972620073660792e+00
2.610132034514041965e+00,-5.796144971970086601e+00
2.616421509296003478e+00,-5.764331543478751207e+00
2.622710984077965435e+00,-5.732531797967764575e+00
2.629000458859926947e+00,-5.700745219417660437e+00
2.635289933641888460e+00,-5.668971311603230312e+00
2.641579408423849973e+00,-5.637209597309772668e+00
2.647868883205811485e+00,-5.605459617582146947e+00
2.654158357987772998e+00,-5.573720931005148316e+00
2.660447832769734511e+00,-5.541993113013771399e+00
2.666737307551696023e+00,-5.510275755232006745e+00
2.673026782333657536e+00,-5.478568464838899921e+00
2.679316257115619049e+00,-5.446870863960643128e+00
2.685605731897580561e+00,-5.415182589087550014e+00
2.691895206679542074e+00,-5.383503290514809692e+00
2.698184681461504031e+00,-5.351832631805981677e+00
2.704474156243465544e+00,-5.320170289278225439e+00
2.710763631025427056e+00,-5.288515951508335533e+00
2.717053105807388569e+00,-5.256869318858671924e+00
2.723342580589350082e+00,-5.225230103022123984e+00
2.729632055371311594e+00,-5.193598026585311445e+00
2.735921530153273107e+00,-5.161972822609222078e+00
2.742211004935234619e+00,-5.130354234226560450e+00
2.748500479717196132e+00,-5.098742014255099875e+00
2.754789954499157645e+00,-5.067135924826355442e+00
2.761079429281119157e+00,-5.035535737028943970e+00
2.767368904063080670e+00,-5.003941230566019804e+00
2.773658378845042183e+00,-4.972352193426186062e+00
2.779947853627004140e+00,-4.940768421567346635e+00
2.786237328408965652e+00,-4.909189718612940290e+00
2.792526803190927165e+00,-4.877615895560065695e+00
2.798816277972888678e+00,-4.846046770499002676e+00
2.805105752754850190e+00,-4.814482168343662494e+00
2.811395227536811703e+00,-4.782921920572528407e+00
2.817684702318773216e+00,-4.751365864979649523e+00
2.823974177100734728e+00,-4.719813845435302468e+00
2.830263651882696241e+00,-4.688265711655901669e+00
2.836553126664657754e+00,-4.656721318982812718e+00
2.842842601446619266e+00,-4.625180528169694938e+00
2.849132076228580779e+00,-4.593643205178040034e+00
2.855421551010542291e+00,-4.562109220980580027e+00
2.861711025792504248e+00,-4.530578451372242021e+00
2.868000500574465761e+00,-4.499050776788365624e+00
2.874289975356427274e+00,-4.467526082129879228e+00
2.880579450138388786e+00,-4.436004256595176720e+00
2.886868924920350299e+00,-4.404485193518411279e+00
2.893158399702311812e+00,-4.372968790213972667e+00
2.899447874484273324e+00,-4.341454947826893118e+00
2.905737349266234837e+00,-4.309943571188956213e+00
2.912026824048196350e+00,-4.278434568680278716e+00
2.918316298830157862e+00,-4.246927852096158418e+00
2.924605773612119375e+00,-4.215423336518984598e+00
2.930895248394080888e+00,-4.183920940195000604e+00
2.937184723176042400e+00,-4.152420584415751570e+00
2.943474197958004357e+00,-4.120922193404013889e+00
2.949763672739965870e+00,-4.089425694204049222e+00
2.956053147521927382e+00,-4.057931016576006300e+00
2.962342622303888895e+00,-4.026438092894318643e+00
2.968632097085850408e+00,-3.994946858049936544e+00
2.974921571867811920e+00,-3.963457249356247658e+00
2.981211046649773433e+00,-3.931969206458550747e+00
2.987500521431734946e+00,-3.900482671246937372e+00
2.993789996213696458e+00,-3.868997587772457614e+00
3.000079470995657971e+00,-3.837513902166441060e+00
3.006368945777619484e+00,-3.806031562562851800e+00
3.012658420559580996e+00,-3.774550519023565087e+00
3.018947895341542953e+00,-3.743070723466450644e+00
3.025237370123504466e+00,-3.711592129596157807e+00
3.031526844905465978e+00,-3.680114692837498147e+00
3.037816319687427491e+00,-3.648638370271328757e+00
3.044105794469389004e+00,-3.617163120572838952e+00
3.050395269251350516e+00,-3.585688903952152007e+00
3.056684744033312029e+00,-3.554215682097150442e+00
3.062974218815273542e+00,-3.522743418118444936e+00
3.069263693597235054e+00,-3.491272076496401588e+00
3.075553168379196567e+00,-3.459801623030152040e+00
3.081842643161158080e+00,-3.428332024788512289e+00
3.088132117943119592e+00,-3.396863250062735151e+00
3.094421592725081105e+00,-3.365395268321030642e+00
3.100711067507043062e+00,-3.333928050164784107e+00
3.107000542289004574e+00,-3.302461567286410826e+00
3.113290017070966087e+00,-3.270995792428784910e+00
3.119579491852927600e+00,-3.239530699346181652e+00
3.125868966634889112e+00,-3.208066262766679166e+00
3.132158441416850625e+00,-3.176602458355961112e+00
3.138447916198812138e+00,-3.145139262682471237e+00
3.144737390980773650e+00,-3.113676653183865550e+00
3.151026865762735163e+00,-3.082214608134717260e+00
